pitch,velocity,duration,pos,boundary,bar,instrument,velocity_bucket,duration_bucket
63,100,0.1,26,1,85,DL_Guitar,-1,-1
54,100,0.1,87,0,85,DL_Guitar,-1,-1
54,100,0.2409090909090909,163,0,85,DL_Guitar,-1,-1
54,100,0.1409090909090909,299,0,85,DL_Guitar,-1,-1
42,100,0.1409090909090909,453,0,85,DL_Guitar,-1,-1
54,100,0.2,729,1,85,DL_Guitar,-1,-1
63,100,0.2818181818181818,35,1,86,DL_Guitar,-1,-1
63,100,0.23636363636363636,106,0,86,DL_Guitar,-1,-1
59,100,0.1409090909090909,267,0,86,DL_Guitar,-1,-1
54,100,0.3,690,1,86,DL_Guitar,-1,-1
42,100,0.12272727272727273,817,0,86,DL_Guitar,-1,-1
52,100,0.4590909090909091,163,1,87,DL_Guitar,-1,-1
52,100,0.1409090909090909,470,1,87,DL_Guitar,-1,-1
42,100,0.1,650,0,87,DL_Guitar,-1,-1
61,100,0.12272727272727273,26,1,88,DL_Guitar,-1,-1
54,100,0.21818181818181817,30,1,89,DL_Guitar,-1,-1
64,100,0.11818181818181818,176,0,89,DL_Guitar,-1,-1
64,100,0.21818181818181817,237,0,89,DL_Guitar,-1,-1
64,100,0.11818181818181818,330,0,89,DL_Guitar,-1,-1
52,100,0.5590909090909091,417,0,89,DL_Guitar,-1,-1
64,100,0.1,593,0,89,DL_Guitar,-1,-1
54,100,0.2,857,1,89,DL_Guitar,-1,-1
63,100,0.2409090909090909,307,1,90,DL_Guitar,-1,-1
63,100,0.37727272727272726,404,0,90,DL_Guitar,-1,-1
59,100,0.3181818181818182,726,1,90,DL_Guitar,-1,-1
63,100,0.1,233,1,91,DL_Guitar,-1,-1
54,100,0.1,276,0,91,DL_Guitar,-1,-1
64,100,0.2818181818181818,333,0,91,DL_Guitar,-1,-1
64,100,0.12272727272727273,443,0,91,DL_Guitar,-1,-1
52,100,0.2590909090909091,502,0,91,DL_Guitar,-1,-1
52,100,0.2409090909090909,572,0,91,DL_Guitar,-1,-1
52,100,0.21818181818181817,747,0,91,DL_Guitar,-1,-1
52,100,0.2,870,0,91,DL_Guitar,-1,-1
47,100,0.1409090909090909,74,1,92,DL_Guitar,-1,-1
64,100,0.1409090909090909,206,0,92,DL_Guitar,-1,-1
59,100,0.1590909090909091,276,0,92,DL_Guitar,-1,-1
54,100,0.3181818181818182,436,0,92,DL_Guitar,-1,-1
54,100,0.2409090909090909,572,0,92,DL_Guitar,-1,-1
52,100,0.5,700,0,92,DL_Guitar,-1,-1
54,100,0.2636363636363636,47,1,93,DL_Guitar,-1,-1
54,100,0.18181818181818182,132,0,93,DL_Guitar,-1,-1
54,100,0.1409090909090909,110,1,94,DL_Guitar,-1,-1
54,100,0.41818181818181815,307,0,94,DL_Guitar,-1,-1
63,100,0.11818181818181818,612,1,94,DL_Guitar,-1,-1
51,100,0.12272727272727273,752,0,94,DL_Guitar,-1,-1
59,100,0.42272727272727273,796,0,94,DL_Guitar,-1,-1
63,100,0.1590909090909091,206,1,95,DL_Guitar,-1,-1
51,100,0.38181818181818183,276,0,95,DL_Guitar,-1,-1
54,100,0.23636363636363636,392,0,95,DL_Guitar,-1,-1
54,100,0.2409090909090909,475,0,95,DL_Guitar,-1,-1
52,100,0.2590909090909091,606,0,95,DL_Guitar,-1,-1
52,100,0.2409090909090909,716,0,95,DL_Guitar,-1,-1
52,100,0.9181818181818182,813,0,95,DL_Guitar,-1,-1
54,100,0.11818181818181818,176,1,96,DL_Guitar,-1,-1
54,100,0.1409090909090909,404,1,96,DL_Guitar,-1,-1
54,100,0.12272727272727273,629,1,96,DL_Guitar,-1,-1
47,100,0.1409090909090909,663,0,96,DL_Guitar,-1,-1
47,100,0.4409090909090909,823,0,96,DL_Guitar,-1,-1
54,100,0.11818181818181818,132,1,97,DL_Guitar,-1,-1
54,100,0.1590909090909091,453,1,97,DL_Guitar,-1,-1
54,100,0.4818181818181818,509,0,97,DL_Guitar,-1,-1
52,100,0.4,805,1,97,DL_Guitar,-1,-1
52,100,0.3181818181818182,153,1,98,DL_Guitar,-1,-1
54,100,0.22272727272727272,475,1,98,DL_Guitar,-1,-1
61,100,0.2409090909090909,650,0,98,DL_Guitar,-1,-1
63,100,0.35909090909090907,779,0,98,DL_Guitar,-1,-1
56,100,0.2409090909090909,9,1,99,DL_Guitar,-1,-1
63,100,0.1409090909090909,74,0,99,DL_Guitar,-1,-1
59,100,0.1590909090909091,119,0,99,DL_Guitar,-1,-1
63,100,0.5818181818181818,176,0,99,DL_Guitar,-1,-1
63,100,0.6181818181818182,527,1,99,DL_Guitar,-1,-1
63,100,0.41818181818181815,722,0,99,DL_Guitar,-1,-1
49,100,0.5590909090909091,62,1,100,DL_Guitar,-1,-1
49,100,0.3,316,1,100,DL_Guitar,-1,-1
49,100,0.1,392,0,100,DL_Guitar,-1,-1
49,100,0.37727272727272726,523,0,100,DL_Guitar,-1,-1
52,100,0.3409090909090909,849,1,100,DL_Guitar,-1,-1
61,100,0.3,136,1,101,DL_Guitar,-1,-1
54,100,0.23636363636363636,282,0,101,DL_Guitar,-1,-1
42,100,0.1590909090909091,352,0,101,DL_Guitar,-1,-1
54,100,0.4590909090909091,624,1,101,DL_Guitar,-1,-1
54,100,0.5590909090909091,787,0,101,DL_Guitar,-1,-1
54,100,0.1,153,1,102,DL_Guitar,-1,-1
54,100,0.1409090909090909,92,1,103,DL_Guitar,-1,-1
63,100,0.38181818181818183,386,1,103,DL_Guitar,-1,-1
54,100,0.21818181818181817,527,0,103,DL_Guitar,-1,-1
54,100,0.11818181818181818,832,1,103,DL_Guitar,-1,-1
59,100,0.12272727272727273,267,1,104,DL_Guitar,-1,-1
59,100,0.7227272727272728,343,0,104,DL_Guitar,-1,-1
54,100,0.1409090909090909,550,1,104,DL_Guitar,-1,-1
54,100,0.3,100,1,105,DL_Guitar,-1,-1
54,100,0.2772727272727273,172,0,105,DL_Guitar,-1,-1
63,100,0.2818181818181818,739,1,105,DL_Guitar,-1,-1
64,100,0.3409090909090909,110,1,106,DL_Guitar,-1,-1
64,100,0.11818181818181818,250,0,106,DL_Guitar,-1,-1
64,100,0.11818181818181818,303,0,106,DL_Guitar,-1,-1
64,100,0.12272727272727273,365,0,106,DL_Guitar,-1,-1
47,100,0.1,839,1,106,DL_Guitar,-1,-1
64,100,0.2818181818181818,386,1,107,DL_Guitar,-1,-1
63,100,0.1,633,1,107,DL_Guitar,-1,-1
54,100,0.4818181818181818,760,0,107,DL_Guitar,-1,-1
54,100,0.12272727272727273,3,1,108,DL_Guitar,-1,-1
54,100,0.759090909090909,123,0,108,DL_Guitar,-1,-1
49,100,0.4590909090909091,603,1,108,DL_Guitar,-1,-1
64,100,0.2409090909090909,726,0,108,DL_Guitar,-1,-1
64,100,0.1409090909090909,792,0,108,DL_Guitar,-1,-1
56,100,0.4,316,1,109,DL_Guitar,-1,-1
63,100,0.3181818181818182,593,1,109,DL_Guitar,-1,-1
63,100,0.13636363636363635,677,0,109,DL_Guitar,-1,-1
54,100,0.11818181818181818,770,0,109,DL_Guitar,-1,-1
63,100,0.1409090909090909,87,1,110,DL_Guitar,-1,-1
63,100,0.18181818181818182,153,0,110,DL_Guitar,-1,-1
54,100,0.12272727272727273,320,0,110,DL_Guitar,-1,-1
63,100,0.1409090909090909,383,0,110,DL_Guitar,-1,-1
59,100,0.1590909090909091,563,0,110,DL_Guitar,-1,-1
63,100,0.12272727272727273,752,0,110,DL_Guitar,-1,-1
54,100,0.2590909090909091,83,1,111,DL_Guitar,-1,-1
54,100,0.5590909090909091,220,0,111,DL_Guitar,-1,-1
61,100,0.38181818181818183,475,1,111,DL_Guitar,-1,-1
54,100,0.18181818181818182,637,0,111,DL_Guitar,-1,-1
54,100,0.32272727272727275,422,1,112,DL_Guitar,-1,-1
54,100,0.18181818181818182,255,1,113,DL_Guitar,-1,-1
54,100,0.18181818181818182,299,0,113,DL_Guitar,-1,-1
54,100,0.22272727272727272,409,0,113,DL_Guitar,-1,-1
59,100,0.12272727272727273,496,0,113,DL_Guitar,-1,-1
47,100,0.1590909090909091,276,1,114,DL_Guitar,-1,-1
55,100,0.37727272727272726,317,1,0,DL_Guitar,-1,-1
46,100,0.4409090909090909,827,1,0,DL_Guitar,-1,-1
46,100,0.18181818181818182,180,1,1,DL_Guitar,-1,-1
46,100,0.5,325,0,1,DL_Guitar,-1,-1
53,100,0.5590909090909091,563,1,1,DL_Guitar,-1,-1
53,100,0.23636363636363636,765,1,1,DL_Guitar,-1,-1
51,100,0.11818181818181818,791,1,2,DL_Guitar,-1,-1
58,100,0.2,26,1,3,DL_Guitar,-1,-1
58,100,0.1590909090909091,207,0,3,DL_Guitar,-1,-1
46,100,0.7,241,0,3,DL_Guitar,-1,-1
46,100,0.2409090909090909,616,1,3,DL_Guitar,-1,-1
53,100,0.5,845,1,3,DL_Guitar,-1,-1
53,100,0.22272727272727272,166,1,4,DL_Guitar,-1,-1
53,100,0.2,299,0,4,DL_Guitar,-1,-1
53,100,0.22272727272727272,355,0,4,DL_Guitar,-1,-1
48,100,0.2,435,0,4,DL_Guitar,-1,-1
53,100,0.18181818181818182,619,0,4,DL_Guitar,-1,-1
53,100,0.12272727272727273,774,0,4,DL_Guitar,-1,-1
58,100,0.1,514,1,5,DL_Guitar,-1,-1
46,100,0.5181818181818182,765,1,5,DL_Guitar,-1,-1
46,100,0.11818181818181818,66,1,6,DL_Guitar,-1,-1
41,100,0.2590909090909091,470,1,6,DL_Guitar,-1,-1
41,100,0.3,651,0,6,DL_Guitar,-1,-1
41,100,0.2590909090909091,176,1,7,DL_Guitar,-1,-1
43,100,0.3181818181818182,307,1,8,DL_Guitar,-1,-1
58,100,0.1,70,1,9,DL_Guitar,-1,-1
58,100,0.3,453,1,9,DL_Guitar,-1,-1
58,100,0.2,550,0,9,DL_Guitar,-1,-1
58,100,0.12272727272727273,598,0,9,DL_Guitar,-1,-1
46,100,0.6590909090909091,716,0,9,DL_Guitar,-1,-1
58,100,0.1590909090909091,175,1,10,DL_Guitar,-1,-1
46,100,0.22272727272727272,299,0,10,DL_Guitar,-1,-1
46,100,0.5590909090909091,457,0,10,DL_Guitar,-1,-1
46,100,0.11818181818181818,691,1,10,DL_Guitar,-1,-1
53,100,0.4409090909090909,835,0,10,DL_Guitar,-1,-1
53,100,0.35909090909090907,96,1,11,DL_Guitar,-1,-1
41,100,0.2,175,0,11,DL_Guitar,-1,-1
41,100,0.2590909090909091,281,0,11,DL_Guitar,-1,-1
53,100,0.13636363636363635,347,0,11,DL_Guitar,-1,-1
41,100,0.16363636363636364,378,0,11,DL_Guitar,-1,-1
60,100,0.3409090909090909,470,0,11,DL_Guitar,-1,-1
41,100,0.13636363636363635,546,0,11,DL_Guitar,-1,-1
53,100,0.2,735,0,11,DL_Guitar,-1,-1
60,100,0.11818181818181818,854,0,11,DL_Guitar,-1,-1
55,100,0.1,101,1,12,DL_Guitar,-1,-1
55,100,0.3409090909090909,13,1,13,DL_Guitar,-1,-1
51,100,0.37727272727272726,259,1,13,DL_Guitar,-1,-1
51,100,0.2818181818181818,462,1,13,DL_Guitar,-1,-1
53,100,0.1409090909090909,426,1,14,DL_Guitar,-1,-1
48,100,0.2590909090909091,835,1,14,DL_Guitar,-1,-1
43,100,0.1590909090909091,175,1,15,DL_Guitar,-1,-1
57,100,0.38181818181818183,584,1,15,DL_Guitar,-1,-1
41,100,0.13636363636363635,766,0,15,DL_Guitar,-1,-1
41,100,0.21818181818181817,831,0,15,DL_Guitar,-1,-1
53,100,0.2,48,1,16,DL_Guitar,-1,-1
53,100,0.18181818181818182,246,1,16,DL_Guitar,-1,-1
53,100,0.2,316,0,16,DL_Guitar,-1,-1
41,100,0.2,382,0,16,DL_Guitar,-1,-1
53,100,0.12272727272727273,430,0,16,DL_Guitar,-1,-1
57,100,0.3,501,0,16,DL_Guitar,-1,-1
58,100,0.35909090909090907,457,1,18,DL_Guitar,-1,-1
58,100,0.1590909090909091,766,1,18,DL_Guitar,-1,-1
58,100,0.22272727272727272,862,0,18,DL_Guitar,-1,-1
57,100,0.2,299,1,19,DL_Guitar,-1,-1
53,100,0.1409090909090909,779,1,19,DL_Guitar,-1,-1
53,100,0.2590909090909091,17,1,20,DL_Guitar,-1,-1
53,100,0.2772727272727273,272,1,20,DL_Guitar,-1,-1
58,100,0.11818181818181818,360,0,20,DL_Guitar,-1,-1
58,100,0.2409090909090909,576,1,20,DL_Guitar,-1,-1
50,100,0.2,663,0,20,DL_Guitar,-1,-1
50,100,0.17727272727272728,712,0,20,DL_Guitar,-1,-1
53,100,0.18181818181818182,835,0,20,DL_Guitar,-1,-1
57,100,0.5818181818181818,791,1,21,DL_Guitar,-1,-1
57,100,0.18181818181818182,44,1,22,DL_Guitar,-1,-1
51,100,0.9,40,1,23,DL_Guitar,-1,-1
51,100,0.17727272727272728,303,1,23,DL_Guitar,-1,-1
58,100,0.21818181818181817,426,0,23,DL_Guitar,-1,-1
51,100,0.12272727272727273,598,0,23,DL_Guitar,-1,-1
58,100,0.1,650,0,23,DL_Guitar,-1,-1
53,100,0.1409090909090909,13,1,24,DL_Guitar,-1,-1
57,100,0.2,75,0,24,DL_Guitar,-1,-1
57,100,0.6227272727272727,223,0,24,DL_Guitar,-1,-1
53,100,0.11818181818181818,418,0,24,DL_Guitar,-1,-1
41,100,0.41818181818181815,470,0,24,DL_Guitar,-1,-1
41,100,0.21818181818181817,611,0,24,DL_Guitar,-1,-1
60,100,0.1409090909090909,660,0,24,DL_Guitar,-1,-1
43,100,0.1590909090909091,123,1,25,DL_Guitar,-1,-1
55,100,0.3181818181818182,835,1,25,DL_Guitar,-1,-1
53,100,0.17727272727272728,96,1,26,DL_Guitar,-1,-1
53,100,0.2409090909090909,140,0,26,DL_Guitar,-1,-1
53,100,0.1409090909090909,308,0,26,DL_Guitar,-1,-1
53,100,0.16363636363636364,509,1,26,DL_Guitar,-1,-1
53,100,0.2590909090909091,677,0,26,DL_Guitar,-1,-1
41,100,0.23636363636363636,787,0,26,DL_Guitar,-1,-1
41,100,0.17727272727272728,876,0,26,DL_Guitar,-1,-1
41,100,0.11818181818181818,40,1,27,DL_Guitar,-1,-1
41,100,0.22272727272727272,113,0,27,DL_Guitar,-1,-1
63,100,0.21818181818181817,285,0,27,DL_Guitar,-1,-1
63,100,0.2,360,0,27,DL_Guitar,-1,-1
63,100,0.5227272727272727,540,0,27,DL_Guitar,-1,-1
51,100,1.2181818181818183,656,0,27,DL_Guitar,-1,-1
63,100,0.3181818181818182,44,1,28,DL_Guitar,-1,-1
51,100,0.3409090909090909,136,0,28,DL_Guitar,-1,-1
63,100,0.4636363636363636,223,0,28,DL_Guitar,-1,-1
53,100,0.2,330,0,28,DL_Guitar,-1,-1
41,100,0.12272727272727273,399,0,28,DL_Guitar,-1,-1
48,100,1.0,694,1,28,DL_Guitar,-1,-1
51,100,0.35909090909090907,540,1,29,DL_Guitar,-1,-1
51,100,0.13636363636363635,787,1,29,DL_Guitar,-1,-1
53,100,0.22272727272727272,233,1,30,DL_Guitar,-1,-1
53,100,0.2,625,1,30,DL_Guitar,-1,-1
53,100,0.11818181818181818,691,0,30,DL_Guitar,-1,-1
51,100,1.018181818181818,853,1,31,DL_Guitar,-1,-1
51,100,0.11818181818181818,241,1,32,DL_Guitar,-1,-1
48,100,0.2409090909090909,461,1,32,DL_Guitar,-1,-1
41,100,0.2409090909090909,528,0,32,DL_Guitar,-1,-1
53,100,0.1,581,0,32,DL_Guitar,-1,-1
41,100,0.1409090909090909,861,1,32,DL_Guitar,-1,-1
53,100,0.2409090909090909,13,1,33,DL_Guitar,-1,-1
53,100,0.42272727272727273,69,0,33,DL_Guitar,-1,-1
53,100,0.22272727272727272,289,1,33,DL_Guitar,-1,-1
53,100,0.18181818181818182,351,0,33,DL_Guitar,-1,-1
53,100,0.2590909090909091,408,0,33,DL_Guitar,-1,-1
53,100,0.5409090909090909,474,0,33,DL_Guitar,-1,-1
53,100,0.2409090909090909,673,1,33,DL_Guitar,-1,-1
53,100,0.23636363636363636,743,0,33,DL_Guitar,-1,-1
53,100,0.1409090909090909,813,1,34,DL_Guitar,-1,-1
50,100,0.18181818181818182,453,1,35,DL_Guitar,-1,-1
50,100,0.1,496,0,35,DL_Guitar,-1,-1
50,100,0.2636363636363636,576,0,35,DL_Guitar,-1,-1
50,100,0.4,655,0,35,DL_Guitar,-1,-1
50,100,0.37727272727272726,40,1,36,DL_Guitar,-1,-1
55,100,0.2636363636363636,201,0,36,DL_Guitar,-1,-1
60,100,0.4590909090909091,603,1,36,DL_Guitar,-1,-1
60,100,0.5590909090909091,83,1,37,DL_Guitar,-1,-1
53,100,0.32272727272727275,606,1,37,DL_Guitar,-1,-1
41,100,0.2,703,0,37,DL_Guitar,-1,-1
41,100,0.2,751,0,37,DL_Guitar,-1,-1
41,100,0.1590909090909091,810,0,37,DL_Guitar,-1,-1
53,100,0.4,48,1,38,DL_Guitar,-1,-1
53,100,0.3,241,0,38,DL_Guitar,-1,-1
53,100,0.22272727272727272,421,0,38,DL_Guitar,-1,-1
51,100,0.16363636363636364,708,1,38,DL_Guitar,-1,-1
51,100,1.1636363636363636,751,0,38,DL_Guitar,-1,-1
51,100,0.1409090909090909,179,1,39,DL_Guitar,-1,-1
51,100,0.43636363636363634,215,0,39,DL_Guitar,-1,-1
41,100,0.1409090909090909,334,0,39,DL_Guitar,-1,-1
41,100,0.17727272727272728,515,0,39,DL_Guitar,-1,-1
41,100,0.2,713,1,39,DL_Guitar,-1,-1
60,100,0.2,783,0,39,DL_Guitar,-1,-1
53,100,0.2,8,1,40,DL_Guitar,-1,-1
53,100,0.2590909090909091,281,1,40,DL_Guitar,-1,-1
53,100,0.1409090909090909,466,0,40,DL_Guitar,-1,-1
58,100,0.4409090909090909,550,0,40,DL_Guitar,-1,-1
53,100,0.1590909090909091,668,0,40,DL_Guitar,-1,-1
53,100,0.5,853,0,40,DL_Guitar,-1,-1
51,100,0.6363636363636364,281,1,41,DL_Guitar,-1,-1
51,100,0.1409090909090909,528,1,41,DL_Guitar,-1,-1
53,100,0.2590909090909091,810,1,41,DL_Guitar,-1,-1
53,100,0.2772727272727273,118,1,42,DL_Guitar,-1,-1
41,100,0.2,251,0,42,DL_Guitar,-1,-1
48,100,2.159090909090909,528,1,43,DL_Guitar,-1,-1
48,100,0.21818181818181817,238,1,44,DL_Guitar,-1,-1
48,100,0.2818181818181818,321,0,44,DL_Guitar,-1,-1
60,100,0.6181818181818182,383,0,44,DL_Guitar,-1,-1
48,100,0.18181818181818182,550,0,44,DL_Guitar,-1,-1
51,100,0.2772727272727273,625,0,44,DL_Guitar,-1,-1
51,100,1.2,804,1,45,DL_Guitar,-1,-1
51,100,0.11818181818181818,220,1,46,DL_Guitar,-1,-1
53,100,0.11818181818181818,845,1,46,DL_Guitar,-1,-1
41,100,0.2,83,1,47,DL_Guitar,-1,-1
55,100,0.2409090909090909,295,1,48,DL_Guitar,-1,-1
45,100,0.2,641,1,48,DL_Guitar,-1,-1
57,100,0.7,826,0,48,DL_Guitar,-1,-1
57,100,0.18181818181818182,179,1,49,DL_Guitar,-1,-1
55,100,0.2636363636363636,554,1,49,DL_Guitar,-1,-1
48,100,0.11818181818181818,813,1,49,DL_Guitar,-1,-1
48,100,0.23636363636363636,875,0,49,DL_Guitar,-1,-1
53,100,0.2818181818181818,123,1,50,DL_Guitar,-1,-1
48,100,0.16363636363636364,201,0,50,DL_Guitar,-1,-1
53,100,0.2818181818181818,254,0,50,DL_Guitar,-1,-1
53,100,0.12272727272727273,378,0,50,DL_Guitar,-1,-1
55,100,2.7181818181818183,501,0,50,DL_Guitar,-1,-1
51,100,0.5590909090909091,238,1,57,DL_Guitar,-1,-1
51,100,0.18181818181818182,364,0,57,DL_Guitar,-1,-1
41,100,0.2772727272727273,691,1,57,DL_Guitar,-1,-1
41,100,0.6818181818181818,110,1,58,DL_Guitar,-1,-1
53,100,0.1,263,0,58,DL_Guitar,-1,-1
41,100,0.11818181818181818,286,0,58,DL_Guitar,-1,-1
50,100,0.7363636363636363,678,1,58,DL_Guitar,-1,-1
50,100,0.38181818181818183,66,1,59,DL_Guitar,-1,-1
50,100,1.059090909090909,163,0,59,DL_Guitar,-1,-1
50,100,0.38181818181818183,440,1,59,DL_Guitar,-1,-1
58,100,0.1590909090909091,823,1,0,Guitar,-1,-1
46,100,0.12272727272727273,70,1,1,Guitar,-1,-1
63,100,0.2409090909090909,686,1,1,Guitar,-1,-1
51,100,0.11818181818181818,866,0,1,Guitar,-1,-1
62,100,0.1409090909090909,782,1,2,Guitar,-1,-1
63,100,0.3181818181818182,83,1,3,Guitar,-1,-1
63,100,0.17727272727272728,171,0,3,Guitar,-1,-1
58,100,0.1,391,1,3,Guitar,-1,-1
46,100,0.12272727272727273,35,1,4,Guitar,-1,-1
62,100,0.11818181818181818,128,0,4,Guitar,-1,-1
62,100,0.16363636363636364,179,0,4,Guitar,-1,-1
63,100,0.1,263,0,4,Guitar,-1,-1
63,100,0.4772727272727273,317,0,4,Guitar,-1,-1
63,100,0.1409090909090909,554,1,4,Guitar,-1,-1
51,100,0.12272727272727273,585,0,4,Guitar,-1,-1
63,100,0.11818181818181818,611,0,4,Guitar,-1,-1
63,100,0.1590909090909091,695,0,4,Guitar,-1,-1
51,100,0.18181818181818182,729,0,4,Guitar,-1,-1
63,100,0.11818181818181818,792,0,4,Guitar,-1,-1
51,100,0.1,839,0,4,Guitar,-1,-1
51,100,0.3181818181818182,18,1,5,Guitar,-1,-1
63,100,0.18181818181818182,145,0,5,Guitar,-1,-1
63,100,0.1409090909090909,211,0,5,Guitar,-1,-1
51,100,0.18181818181818182,245,0,5,Guitar,-1,-1
63,100,0.2772727272727273,655,1,5,Guitar,-1,-1
51,100,0.3,792,0,5,Guitar,-1,-1
51,100,0.1,87,1,6,Guitar,-1,-1
51,100,0.1,294,1,6,Guitar,-1,-1
63,100,0.13636363636363635,348,0,6,Guitar,-1,-1
51,100,0.1409090909090909,399,0,6,Guitar,-1,-1
51,100,0.23636363636363636,634,1,6,Guitar,-1,-1
63,100,0.1590909090909091,739,0,6,Guitar,-1,-1
51,100,0.11818181818181818,831,0,6,Guitar,-1,-1
51,100,0.2409090909090909,43,1,7,Guitar,-1,-1
43,100,0.22272727272727272,386,1,7,Guitar,-1,-1
43,100,0.22272727272727272,598,1,7,Guitar,-1,-1
43,100,0.2,801,1,7,Guitar,-1,-1
55,100,0.2,123,1,8,Guitar,-1,-1
43,100,0.12272727272727273,223,0,8,Guitar,-1,-1
44,100,0.2,330,0,8,Guitar,-1,-1
44,100,0.1590909090909091,414,0,8,Guitar,-1,-1
44,100,0.17727272727272728,479,0,8,Guitar,-1,-1
44,100,0.8181818181818182,527,0,8,Guitar,-1,-1
44,100,0.1590909090909091,739,1,8,Guitar,-1,-1
44,100,0.11818181818181818,801,0,8,Guitar,-1,-1
44,100,0.4818181818181818,13,1,9,Guitar,-1,-1
44,100,0.2818181818181818,132,0,9,Guitar,-1,-1
56,100,0.12272727272727273,211,0,9,Guitar,-1,-1
63,100,0.11818181818181818,259,0,9,Guitar,-1,-1
44,100,0.1590909090909091,285,0,9,Guitar,-1,-1
63,100,0.12272727272727273,355,0,9,Guitar,-1,-1
44,100,0.3,383,0,9,Guitar,-1,-1
44,100,0.16363636363636364,465,0,9,Guitar,-1,-1
46,100,0.12272727272727273,563,0,9,Guitar,-1,-1
46,100,0.12272727272727273,651,0,9,Guitar,-1,-1
46,100,0.1,778,0,9,Guitar,-1,-1
46,100,0.3,804,0,9,Guitar,-1,-1
46,100,0.12272727272727273,135,1,10,Guitar,-1,-1
46,100,0.3,276,0,10,Guitar,-1,-1
46,100,0.4590909090909091,374,0,10,Guitar,-1,-1
46,100,0.3,541,0,10,Guitar,-1,-1
51,100,0.3,814,1,10,Guitar,-1,-1
51,100,0.3181818181818182,17,1,11,Guitar,-1,-1
51,100,0.2590909090909091,220,1,11,Guitar,-1,-1
51,100,0.1409090909090909,299,0,11,Guitar,-1,-1
51,100,0.2409090909090909,360,0,11,Guitar,-1,-1
51,100,0.2636363636363636,465,0,11,Guitar,-1,-1
51,100,0.2772727272727273,581,0,11,Guitar,-1,-1
51,100,0.1590909090909091,646,0,11,Guitar,-1,-1
51,100,0.2,713,0,11,Guitar,-1,-1
51,100,0.1,809,0,11,Guitar,-1,-1
51,100,0.1,53,1,12,Guitar,-1,-1
43,100,0.1409090909090909,360,1,12,Guitar,-1,-1
43,100,0.18181818181818182,510,0,12,Guitar,-1,-1
43,100,0.17727272727272728,581,0,12,Guitar,-1,-1
43,100,0.16363636363636364,642,0,12,Guitar,-1,-1
43,100,0.2772727272727273,96,1,13,Guitar,-1,-1
63,100,0.16363636363636364,180,0,13,Guitar,-1,-1
63,100,0.1,268,0,13,Guitar,-1,-1
51,100,0.18181818181818182,299,0,13,Guitar,-1,-1
56,100,0.3409090909090909,360,0,13,Guitar,-1,-1
44,100,0.23636363636363636,436,0,13,Guitar,-1,-1
44,100,0.2409090909090909,505,0,13,Guitar,-1,-1
44,100,0.17727272727272728,625,0,13,Guitar,-1,-1
56,100,0.18181818181818182,663,0,13,Guitar,-1,-1
46,100,0.3409090909090909,849,0,13,Guitar,-1,-1
58,100,0.2,44,1,14,Guitar,-1,-1
63,100,0.1590909090909091,118,0,14,Guitar,-1,-1
46,100,0.18181818181818182,189,0,14,Guitar,-1,-1
46,100,0.3409090909090909,250,0,14,Guitar,-1,-1
46,100,0.1409090909090909,330,0,14,Guitar,-1,-1
51,100,0.2590909090909091,56,1,15,Guitar,-1,-1
46,100,0.21818181818181817,264,1,15,Guitar,-1,-1
51,100,0.3,391,0,15,Guitar,-1,-1
46,100,0.11818181818181818,550,0,15,Guitar,-1,-1
55,100,0.17727272727272728,52,1,16,Guitar,-1,-1
63,100,0.11818181818181818,220,0,16,Guitar,-1,-1
55,100,0.1,254,0,16,Guitar,-1,-1
63,100,0.11818181818181818,351,0,16,Guitar,-1,-1
63,100,0.13636363636363635,436,0,16,Guitar,-1,-1
63,100,0.21818181818181817,492,0,16,Guitar,-1,-1
43,100,0.1409090909090909,9,1,17,Guitar,-1,-1
43,100,0.21818181818181817,75,0,17,Guitar,-1,-1
43,100,0.2409090909090909,210,0,17,Guitar,-1,-1
43,100,0.1,303,0,17,Guitar,-1,-1
43,100,0.4409090909090909,470,0,17,Guitar,-1,-1
43,100,0.12272727272727273,752,1,17,Guitar,-1,-1
58,100,0.11818181818181818,845,0,17,Guitar,-1,-1
44,100,0.3,466,1,18,Guitar,-1,-1
44,100,0.2,629,0,18,Guitar,-1,-1
56,100,0.11818181818181818,700,0,18,Guitar,-1,-1
56,100,0.11818181818181818,735,0,18,Guitar,-1,-1
51,100,0.11818181818181818,44,1,19,Guitar,-1,-1
56,100,0.3181818181818182,88,0,19,Guitar,-1,-1
44,100,0.1409090909090909,185,0,19,Guitar,-1,-1
44,100,0.1409090909090909,316,0,19,Guitar,-1,-1
56,100,0.1,347,0,19,Guitar,-1,-1
44,100,0.1409090909090909,374,0,19,Guitar,-1,-1
46,100,0.1409090909090909,581,1,19,Guitar,-1,-1
46,100,0.1,633,0,19,Guitar,-1,-1
46,100,0.1590909090909091,660,0,19,Guitar,-1,-1
46,100,0.2,770,0,19,Guitar,-1,-1
46,100,0.2590909090909091,866,0,19,Guitar,-1,-1
46,100,0.11818181818181818,75,1,20,Guitar,-1,-1
46,100,0.18181818181818182,110,0,20,Guitar,-1,-1
46,100,0.6,250,0,20,Guitar,-1,-1
46,100,0.4590909090909091,391,0,20,Guitar,-1,-1
46,100,0.32272727272727275,519,0,20,Guitar,-1,-1
44,100,0.1590909090909091,810,1,20,Guitar,-1,-1
44,100,0.1,870,0,20,Guitar,-1,-1
